area	text
M	逐步以正规化的姿态步入西藏和全国运动会的赛场
M	村里有两座新修的庙宇
T	短期内操作仍须保守
T	政治大学庄敬九舍针对进出宿舍是否使用磁卡的问题对住宿学生作一分问卷调查
M	人们专门为杨皂携刻的太行青石碑上
T	要学生不只是记忆知识
M	渔民出身的省级明星企业家沈家门海洋渔业公司经理张金康手擎火炬在３００人陪跑队伍的护送下
M	不对还回头挥动手中的利刃作威胁状
T	在最后一次清洗时
M	雷锋式的模范人物在各行各业层出不穷
M	那伙倒爷胆子更壮了
M	一周之后这个战士的亲属来到部队
T	届时将可与英国佛度澳洲诺曼德国兰格等世界高坛巨星同场竞技
M	还有很多深层次的问题需要我们去探索去解决
M	萨马兰奇是在官方的澳大利亚日庆祝仪式上发表这番评论的
T	近年来我国篮球代表队在亚洲赛事缺乏耀眼的成绩单
T	比前一项更可怕的是中共内部变化而导致的难民潮
M	上述六种特殊手段都用上了
T	更不能因为自己的喜好而来干涉
M	原定会议开始时间已过半小时
M	大学生站柜台的确非同凡响
M	要他把摔坏的洗衣机打包托运到贵阳
M	中日合资的南通力王有限公司总经理加藤纪生从企业成立使来华工作
M	我们也可把经商的人称为商客
M	需要日本的经济和技术援助
M	就是在京西这块土地上
M	平地可立起近３米的水坝
T	右图法国女将坦薇雅打得不顺
T	让学生充份了解学校的运作情况
T	清华的反应炉与其他国内现有的反应炉都不一样
T	不管有用的没用的东西
M	在那许多人感到沮丧的年代
T	仍有四十一亿元的盈余
M	三是为国家输送了体育后备人才
M	单从刚刚在北京举办的第二届国际石油天然气石化设备与技术展览会看
T	为因应水库有限存量持续供应
M	被南非当局关押长达２７年的南非黑人领袖曼德拉今天终于重新获得自由
T	雾峰跨县垃圾风波始于十一月初
T	以克服我们学习环境之不足
M	漾起层层金色的麦浪
T	因此全世界流传的收藏不过六十余件
M	少男少女身着牛仔裤招摇过市而引起行人侧目
M	春节前曾经一个班干１２个小时
T	除播放电视对去年年底连续六天猴祭报导
T	被人发掘而进入演艺圈的
T	生活辅导组也在五日对住宿生家长发出五百分问卷调查家长的意见
M	现在正是强调解决一手硬一手软的时候
T	则由校长指派专员参与
T	较亲近的人也可称为内人
M	全国有４００多座城市
M	对美国表示了坚决的支持
M	钱小平比谁都应该休
M	这种非要靠某某长出面拍板才可以解决的高兴事
M	它只是该协会个别工作人员擅用职权一手包办造成的
M	并预定这些文件在今年２月６日的第６轮谈判时由双方签字
M	共同保护人类环境的原则
M	写出２０多篇学术论文
M	这事可不要宣扬出去
M	特别是行政事业费用的支出
T	把宋朝时结婚的风俗一一呈现于眼前
M	一边是修葺一新的庙宇
T	但陈列得最好的要算是铜锣湾柏宁大道上的中国国货公司
M	我心情是非常激动的
M	一对中年夫妇为了给上中学的女儿买一件防寒服
T	根据美国医疗学会的文献报导
T	一个月将会有７５０美元
M	透视铜陵这个既健康又染疾的肌体
T	每次可产５７头小狐
M	四川省工商银行与长虹厂合作
M	就是要避开大家雷同的市场
T	将在许多层面影响人类的生活
T	昨天举行的散手对抗赛决赛首场
M	把大桥的雄伟告诉他们
M	唐九红和王莲香并列第三名
M	通过标准园和示范户把各项技术辐射到千家万户
M	在建设有特色的社会主义的伟大进军中
M	交通的窘境便立刻显现出来
M	但全院医生护士最先挖掘的不是自己的东西
T	比拍什么时代的电影更重要
M	只有减少军队人数和取消进攻性武器
M	有的北约国家主张继续保持和加强现有的军事结构
M	也该总结一下经验教训
T	部份国外名牌愿以经营多年的品牌知名度进军中价位市场
M	这就是当时闹得沸反盈天人们至今念念不忘的长虹彩电降价风波
M	营业员抽空回答记者的问题
T	后来这幅画进入艺术家皇帝宋徽宗宣和画谱的著录
T	是因赶工而无法严格筛选
T	劳资或雇佣间之争议
M	由于１０余天里连续遭受１５号１７号和１８号台风相热带风暴侵袭
T	只能用小条根来泼
M	引起某种离心的负面影响
M	不是我们用尽了地下的原油
T	最后一定会被自己撒出去的豆子化身而成之兵
M	我脑子里一片空白
M	大批失业等现象不仅无法克服
M	我还有好多没有挂出来哩
M	海地总统阿夫里尔２６日宣布将于１月３０日取消全国戒严
M	昨晚最引人注目的欢迎队伍是来自台湾基隆苏澳７艘渔船上的渔民
T	而这组金属线可以随意移动
M	记者乘坐橡皮艇在头陀区采访
T	国务院在前几个月已停止执行严峻的销售管制
M	法国空军１２架美洲虎对科威特境内的一个军事目标进行了攻击
T	幼狮广播电台北市中山北路四段一六号
M	同月１８日全国各地举行投票选举众议院议员
T	而管理者也可以运用同样的方法
M	在继续扩大对日出口的同时
T	尽可能加入校友会与专业团体
M	和平共处的原则基础上进一步加强中苏睦邻友好关系
T	邀请女工团结线谈有关工业化和工运的话题
T	这也是室外少见的情景
T	公务员可分广义说与狭义说
M	街对面摆摊人停了手中的活
T	舍不得梁山伯又有什么办法呢
M	他相信约中两国关系将在现有的良好基础上得到进一步发展
M	我国已成为世界第三能源大国
T	可传送多媒体的各类资讯
T	很可能会造成大气的变化
T	即使到今天也没有人说它不对
T	有些员工就可以因受训成绩优良
T	还要发展人格体能文化
T	在六月二十五和二十八日进行
M	社会主义民主是保障广大人民群众当家做主的民主
M	北约发言人最近就苏联计划进一步从东欧撤军发表评论指出
M	在大地仍在颤动灰土遍地迷漫中投入了救灾工作
M	盛夏的阳光从华盖般的槐叶缝里流泄下来
M	会议还研究了如何解决发展中国家紧迫的生态环境恶化问题
M	为了转变企业的经营机制
T	公务员有左列各款情事之一者应受惩戒
T	礼记上就提到这个词
T	目前国内仍有许多守旧的老师把民生民权民族等主义作为教学的课题
M	我拍了五张照片留念
M	但他在离开日本前举行的记者招待会上说
M	都是各周末报抢发的热门话题
M	为什么获得这样高的评价
T	对这个系有较深的认识
T	还有许多库存的宝物连展几十年也展不完
T	但这些要求至今仍被政府漠视
M	社会党被揭同弹子房业界有金钱过往关系
M	１９９０年第一学期在这所大学注册的学生有１．３万名
M	以信息资源的深度开发利用
T	威京开发机构关系企业春池建设则看好明年第三季
M	而是作为一种取舍观给人以启示
T	有个从母体上继续生长的小蓄菇
T	经扩大编组的霹雳小组人员至中山公园内的体技馆
M	我国经济体制改革的目标是建立社会主义市场经济体制
T	被认为与公务员是否可以罢工有密切之关连性
T	活动由三位女舞者萧渥庭徐诗菱詹幼君吊上十五层楼高的行动艺术我家在空中展开
M	这部分同学不愿撤离天安门广场
T	至于欧安会所要成立的外长委员会将至少每年召开一次会议
T	才可能集结高度科学技术和建构全面民主政治
M	他曾两次企图由厦门偷渡到对岸
T	有些会感觉到头痛头晕失眠呼吸短促颈部酸痛等症状时
T	网路商机俨然已成为三百六十行外一行
T	将来可以取代骨科所用的钢钉
M	在完善这一制度方面
T	还有人在宣传布条上写外省猪滚回去及在宣传海报上写政党入侵校园等
M	虚荣心使他不能安于大学里的清贫生活
T	在一周内请校长裁决是否要有关的当事者组织学生申诉评议委员会来进行评议
T	似有逐渐退潮的迹象
T	我倦卧在有霉味的通舖上
M	这也不仅仅是祥云应该思考的问题
M	批判日本的声调将越来越高
M	在这方面来不得半点形而上学或为我所用
T	就成了幕后对唱的最佳拍档
T	到了明成祖才叫北京
M	香港各阶层人士同时对基本法草案发表意见
T	上山观星最好带两支
M	建成了国外通常需要两年才能完成的这条薄板冷轧机生产线
T	大家自然十分踊跃的提供作品
T	电脑网路因人介入产生问题并不奇怪
M	想必从工作量上不会增加多少
T	研究自动估测稻米种植面积及生育查报工作之可行性
T	不得已在表哥的介绍下到铁工厂做黑手
M	才会充分发挥自己的智慧和力量
M	他们正在同松下公司合资生产出４门豪华电冰箱
M	在前不久机电部微电子研究中心公布的全国计算机科研单位排名次中
T	此一设备属三轴向系统
T	至今仍散发著历史的光辉
M	组织少年儿童观影活动网
M	倘若这这样的两个具体问题都解决不了
M	城市环境综合整治是一项极其复杂的系统工程
M	四不像就四不像
M	好一派歌舞升平的节日景象
T	也将在台上对嘴演出
T	但物品若因没有上锁而遗失
M	可现在市场形势变了
M	机械行业是辽宁的支柱产业
T	指责台北市银行销售的彩券品质太差
M	差不多在人们的思维中形成了定式
T	在维也纳设防止冲突的调处中心
T	调查结果不了了之早就在大众预料之中
M	街两旁的三千多个摊棚静静地躺在那里养息
M	这比给我们长一级工资还实惠
M	经常听到五世同堂
M	站在从威海驶往刘公岛的轮船甲板上
M	但在学雷锋的热潮中
T	因此在无绩效的情形下
M	企业背的包袱越重
M	排在我面前的一个人大声喊民警来维持秩序
T	只有一件不合格
M	一些群众忍不住谈了他们的看法
T	要先处理尹女相之问题后
T	里长简清文疏导里民们给业主一个星期的改善期限
M	到处都是亭亭的泡桐英姿
M	尚有许多不尽如人意之处
M	这一奇迹是石岛外海渔业公司靠一条１８５马力普通渔船创造的
T	再补救时不仅效果不彰
M	对客观形势进行科学分析
T	力求著重诗与词的联系
T	但据悉该公司自九月份起在票券市场的表现已在获利当中
M	中央人民政府的代表是李维汉张经武张国华等人
M	有力地促进了企业技术进步和传统产业的改造
T	屏东县警察局破天荒的突检屏东警察分局三十多名警备队员警
M	另一方面不时从边线发动攻势
M	金色缸内这个食物链的循环
M	感到总的结局难以预言
T	愤而提议以兵器比武
T	可以利用网路进行低成本的终身学习
T	今年北区大专原住民学生联谊会举办的第五届爱乡活动
T	而常作散漫作为的话
T	及其它多种应用上
T	四僧人愣了一愣
M	苏州市轻工行业有生产长城电扇香雪海电冰箱春花吸尘器以及年产值五千万元以上的自行车表纸时钟等重要产品的企业
